学科,年级,学期,知识标签,题型,题目,题目图片,选项A,选项B,选项C,选项D,答案,解析,难度
语文,四年级,下册,因果关系,关联词判断,“因为下雨，所以比赛延期了。” 前后分句关系是什么？,,并列关系,因果关系,选择关系,转折关系,B,前一句说原因，后一句说结果，属于因果关系。,2
语文,四年级,下册,文言启蒙,文言理解,文言句子“学而时习之”的“习”最接近什么意思？,,休息,玩耍,复习、练习,旅行,C,这里的“习”指反复复习、练习。,2
语文,四年级,下册,写景表达,写作方法,写景时想让画面更清楚，下面哪种做法更合适？,,把景物名字随便堆在一起,只写一句“真美啊”,不写看到的颜色和样子,按从远到近的顺序写景物,D,写景表达常要有顺序，比如从远到近、从上到下。,2
语文,四年级,下册,细节描写,写作方法,想写春雨很细，哪一句更合适？,,细细的雨丝轻轻落在树叶上,今天我们去上学,教室里有黑板,我喜欢吃苹果,A,细节描写要抓住看得见、感受到的小变化。,2
语文,四年级,下册,习作方法,写作方法,写一件事时，哪一步最有助于把事情写完整？,,先把好词全部列出来,先想清楚起因、经过和结果,只写最热闹的一句,完全照抄别人的作文,B,习作方法里很重要的一点，就是先理清事情的发展顺序。,2
数学,四年级,下册,质量单位,单位换算,2 千克和多少克一样重？,,20 克,200 克,2000 克,20000 克,C,1 千克等于 1000 克，所以 2 千克等于 2000 克。,2
数学,四年级,下册,平行四边形,平面图形,下面哪一项是平行四边形最明显的特点？,,四条边都一样长,只有一组对边平行,四个角都是直角,两组对边分别平行,D,平行四边形最明显的特点是两组对边分别平行。,2
语文,五年级,上册,文言启蒙,文言理解,文言句子“知之为知之”的“知”最接近什么意思？,,知道、明白,奔跑,睡觉,种树,A,这里的“知”表示知道、明白。,2
语文,五年级,上册,记事表达,写作方法,写一件难忘的小事，哪种安排更清楚？,,先写结果再随便插别的事,按事情发生的先后顺序写,只写一句总结,每句都换一个人称,B,记事表达最基础的是把事情的顺序交代清楚。,2
语文,五年级,上册,习作结构,写作方法,文章采用“总分总”结构时，开头最适合做什么？,,先把所有细节都写完,先抄一句古诗,先总说想表达的主要内容,先写结尾感受,C,“总分总”结构通常开头先总说，中间分说，结尾总结。,2
语文,五年级,上册,场面描写,写作方法,想写操场上很热闹，哪一句更有场面感？,,操场很大,今天星期三,我们有一个操场,呐喊声、脚步声和欢笑声一下子挤满了操场,D,场面描写要抓住多人活动时的声音、动作和气氛。,2
语文,五年级,上册,细节描写,写作方法,想写同学认真读书，哪一句更具体？,,他微微皱着眉，一边读一边轻轻点头,他在读书,书很好看,教室里很安静,A,细节描写要把动作、神情等小地方写清楚。,2
数学,五年级,上册,因数与倍数,数字规律,下面哪一组关系是正确的？,,12 是 4 的因数,4 是 12 的因数,4 和 12 没关系,12 不是 4 的倍数,B,因为 12 ÷ 4 = 3，所以 4 是 12 的因数，12 是 4 的倍数。,2
数学,五年级,上册,2和5的倍数特征,数字规律,下面哪个数一定是 5 的倍数？,,132,148,135,126,C,个位是 0 或 5 的数一定是 5 的倍数。,2
数学,五年级,上册,质数与合数,数字规律,下面哪个数是质数？,,12,15,21,13,D,13 只有 1 和 13 两个因数，所以是质数。,2
数学,五年级,上册,数的奇偶性,数字规律,奇数加奇数，和通常是什么数？,,偶数,奇数,质数,不确定,A,两个奇数相加，结果通常是偶数。,2
语文,五年级,下册,人物描写,人物理解,从“他咬着牙又站了起来”这句话里，最能看出人物什么特点？,,特别贪玩,坚强不服输,非常胆小,只喜欢安静,B,人物描写常通过动作表现人物性格。,2
语文,五年级,下册,古诗积累,古诗积累,“劝君更尽一杯酒”的下一句是什么？,,不及汪伦送我情,天下谁人不识君,西出阳关无故人,千里江陵一日还,C,这两句出自《送元二使安西》。,2
语文,五年级,下册,传统文化,传统文化,端午节人们常常会做下面哪件事？,,赏月、吃月饼,登高、插茱萸,贴春联、放鞭炮,吃粽子、赛龙舟,D,端午节的传统习俗包括吃粽子、赛龙舟等。,2
语文,五年级,下册,写人表达,写作方法,写人物时，最能突出人物特点的是哪种做法？,,抓住人物独特的语言和动作来写,只写人物叫什么名字,只写天气变化,把景物写满一页,A,写人表达要抓住能体现性格的典型细节。,2
语文,五年级,下册,写景表达,写作方法,写景时为了让层次更清楚，哪种顺序更合适？,,想到哪儿写到哪儿,从上到下或从远到近来写,只写最后一句感叹,把景物名字全部并排写,B,写景表达讲究有顺序，这样画面更清楚。,2
语文,五年级,下册,习作方法,写作方法,修改作文时，先检查哪一项最有帮助？,,纸张够不够厚,铅笔是不是新的,内容有没有围绕主题,座位是不是靠窗,C,习作方法里，修改时要先看内容有没有紧扣主题。,2
数学,五年级,下册,可能性,数量统计,袋子里有 5 个红球和 1 个蓝球，任意摸 1 个，哪种颜色更容易摸到？,,蓝球,两种一样容易,一定摸不到红球,红球,D,红球数量更多，所以摸到红球的可能性更大。,2
语文,六年级,上册,文言句意,文言理解,“孰为汝多知乎”里的“孰”最接近什么意思？,,谁,哪里,什么时间,为什么,A,这里的“孰”表示“谁”。,2
语文,六年级,上册,习作结构,写作方法,写观点类作文时，下面哪种结构更清楚？,,先写与主题无关的故事,先提出观点，再举例说明，最后总结,每段都换一个中心,只写一个结尾句,B,观点类习作常用“提出观点-说明理由-总结提升”的结构。,2
语文,六年级,上册,观点表达,演讲写作,在班会上表达建议时，哪种说法更有说服力？,,只重复一句“我觉得很好”,先讲很多无关故事,先说观点，再说明理由和做法,一句话里同时说三件不相关的事,C,观点表达要把观点、理由和建议说完整。,2
语文,六年级,上册,重点描写,写作方法,写一场比赛时，最能突出重点的做法是哪一项？,,每一秒都平均写一样多,只写比赛地点,完全不写人物表现,把最关键的几个镜头写具体,D,重点描写要抓住最关键、最能体现主题的部分。,2
数学,六年级,上册,扇形初步,圆的认识,把一个圆平均分成 4 份，其中 1 份最接近什么图形？,,扇形,长方形,平行四边形,梯形,A,圆的一部分由两条半径和一段弧围成，叫扇形。,2
语文,六年级,下册,词句品味,词语体会,“他的心像被轻轻揪了一下”这句话最能表现什么？,,人物走得很快,人物内心被触动了,天气突然变冷,教室里十分明亮,B,词句品味要体会词语和句子背后的情感和表达效果。,2
语文,六年级,下册,习作复习,写作方法,毕业前整理习作时，先做哪一步更合适？,,先把题目都改成一样,先把所有标点删掉,先回看常见问题，再有针对性修改,先只看字写得漂不漂亮,C,习作复习要先发现常见问题，再逐项修改。,2
语文,六年级,下册,写作思路,写作方法,下笔前列一个简单提纲，主要是为了什么？,,让字写得更大,让纸张更整齐,让开头变得更短,让文章思路更清楚,D,写作思路清楚，文章内容才更有条理。,2
语文,六年级,下册,写人写事写景,写作方法,下面哪一项最能体现综合运用写作方法？,,写人时穿插一件事，再用景物烘托心情,只把人名重复很多遍,只写天气不给内容,整篇只列几个词语,A,写人写事写景要学会把人物、事件和景物自然结合起来。,2
数学,六年级,下册,表面积,面积应用,一个长方体礼盒长 6 厘米、宽 4 厘米、高 3 厘米，给它包彩纸时主要要算什么？,,只算一个面的面积,六个面的总面积,只算体积,只算最长的边,B,表面积就是物体外面所有面的面积总和。,2
语文,四年级,上册,观察表达,写作方法,看图写话前，第一步最应该先观察什么？,,图里的人物在做什么、在哪里,先背一段好词好句,先把题目抄下来,先只看图上的颜色,A,观察表达前要先看清人物、地点和主要活动。,2
语文,四年级,上册,观察表达,写作方法,写操场活动图时，哪种顺序更容易说清楚？,,看到什么就随便说什么,先整体看，再按从近到远说,只盯着一个人不看别处,先写结尾再看图片,B,观察表达时先整体再局部，更容易把画面说明白。,2
语文,四年级,上册,习作起步,写作方法,写《我的书桌》开头，哪一句更合适？,,今天的天气真好。,我最喜欢吃苹果。,我的书桌靠着窗户，上面整齐地摆着书和笔筒。,书桌是一种家具。,C,习作起步时，开头要先点明写作对象和主要样子。,2
语文,四年级,上册,习作起步,写作方法,刚开始写一段话时，怎样更容易不跑题？,,先把会写的字全都写上,先写最后一句再说,先抄一首古诗进去,先用一句话想清楚自己最想写什么,D,起步写作前先确定中心，内容才不容易跑偏。,2
语文,四年级,上册,细节描写,写作方法,想把“小猫很警觉”写具体，哪一句更合适？,,它竖起耳朵，眼睛紧紧盯着门口。,小猫是一只动物。,它今天在院子里。,门口有一双鞋。,A,细节描写要抓住动作和神情。,2
语文,四年级,上册,细节描写,写作方法,想写“他跑得很快”，哪一句更具体？,,他参加了跑步。,他一冲出去，鞋底像带起了一阵风。,操场很大。,今天有很多同学。,B,把动作写具体，速度感会更强。,2
数学,四年级,上册,观察物体,立体图形,一个圆柱形水杯竖着放，从侧面看最可能看到什么图形？,,三角形,梯形,长方形,平行四边形,C,圆柱从侧面看通常是长方形。,2
数学,四年级,上册,观察物体,立体图形,同一个正方体从不同方向看，最常看到什么图形？,,圆形,三角形,梯形,正方形,D,正方体每个面都是正方形，从正面、侧面等看过去常看到正方形。,2
语文,四年级,下册,成语理解,成语理解,“守口如瓶”最接近什么意思？,,嘴很严，不乱说秘密,说话声音很大,做事特别慢,走路十分轻快,A,“守口如瓶”形容说话谨慎，能保守秘密。,2
语文,四年级,下册,成语理解,成语理解,“胸有成竹”最适合形容哪种状态？,,突然非常紧张,做事前已经很有把握,完全不想努力,一直犹豫不决,B,“胸有成竹”比喻做事前已经有了成熟的打算。,2
语文,四年级,下册,因果关系,关联词判断,“因为道路湿滑，所以大家走得更慢。” 这句话前后是什么关系？,,前后并列,前后转折,前面说原因，后面说结果,前后选择,C,“因为……所以……”表示因果关系。,2
语文,四年级,下册,因果关系,关联词理解,“树叶被风吹得沙沙响，所以大家知道风大起来了。” 结果是什么？,,树叶很绿,风停下来了,天马上黑了,大家知道风大起来了,D,句子里“所以”后面说的是结果。,2
语文,四年级,下册,文言启蒙,文言理解,文言句子“学而不思则罔”里的“罔”最接近什么意思？,,迷惑，不明白,高兴,勇敢,安静,A,“罔”在这里指迷惑、没有收获。,2
语文,四年级,下册,文言启蒙,文言理解,“三人行，必有我师焉”里的“师”最接近哪一项？,,教室里的桌子,值得学习的人,走得最快的人,年纪最大的人,B,这里的“师”指可以向他学习的人。,2
语文,四年级,下册,写景表达,写作方法,写湖边清晨的景色，哪种顺序更合适？,,想到哪里写到哪里,只写一句“真美啊”,先写远处湖面，再写近处花草,只把景物名字排在一起,C,写景表达有顺序，画面才更清楚。,2
语文,四年级,下册,写景表达,写作方法,想写雨后的校园，哪一句更有画面？,,今天我们去上学。,校园里有很多同学。,学校有一面红旗。,操场边的树叶上还挂着亮晶晶的小水珠。,D,写景要抓住能看见的小细节。,2
语文,四年级,下册,细节描写,写作方法,写树叶飘落时，哪一句更具体？,,一片黄叶打着转，轻轻落在台阶边。,树上有叶子。,秋天到了。,地上很干净。,A,细节描写要把动作和样子写具体。,2
语文,四年级,下册,细节描写,写作方法,想写妹妹害羞，哪一句更合适？,,妹妹在教室里。,她低着头，手指轻轻捏着衣角。,妹妹今天上学。,妹妹有一本书。,B,害羞这种状态，常通过动作和神情表现。,2
语文,四年级,下册,习作方法,写作方法,把一次活动写完整，最适合先做什么？,,先写题目外的内容,先把好词全堆在一起,先理清活动的先后顺序,先删掉所有动作词,C,活动类习作要先把事情的顺序想清楚。,2
语文,四年级,下册,习作方法,写作方法,修改习作时，先检查哪一项最有帮助？,,纸张是不是很白,字写得是不是最大,题目是不是最短,句子是否通顺、内容是否围绕主题,D,修改习作先看内容和语言是否合适。,2
数学,四年级,下册,质量单位,单位换算,3500 克等于多少千克？,,3.5 千克,35 千克,0.35 千克,350 千克,A,1000 克是 1 千克，所以 3500 克是 3.5 千克。,2
